2.752218355682864784e-02 1.958049027106151599e-02 -1.769960893627735635e-02 1.421263600491560510e-02 -1.667684778743011922e-02 2.534973959725285789e-02 5.012637726309162461e-03 5.295404020985855498e-03 -1.510797927448094893e-02 3.365420064498132573e-03 1.535039974041595406e-03 1.084569157042677111e-02 -3.679755495267523352e-02 1.939035256820662717e-02 1.693943861358787953e-02 2.828833785538117842e-03 -1.343978059657805271e-02 -1.185083232976888445e-02 1.941689620891310286e-03 1.193838070352334912e-02
7.936533930637328094e-02 3.633904809316923501e-02 1.447242932501472366e-02 9.821961986296871144e-03 -3.200067579843010861e-03 1.514600685716083368e-02 1.071616854596966692e-02 2.032061149171804360e-02 -1.107508743468449061e-02 8.243400890425241906e-03 -5.768464818402565392e-02 -2.370475704323948482e-03 -3.557299340831410889e-02 1.059944008725139178e-02 -3.554524957240649818e-02 3.765787836055802668e-02 -1.796225241986848867e-02 -1.006723229373467608e-02 3.905334969738947365e-02 -1.037429436095298630e-03
2.828017045590021025e-02 2.560427586933818490e-03 -1.009422699771389195e-02 1.358245019064856359e-03 1.712693886495331511e-02 8.191269759332472922e-03 -1.623099242958348344e-03 5.138991145545507809e-03 -5.212082832102504781e-03 1.233944838791370575e-02 -6.927362151275789047e-03 1.241355105193289558e-02 -4.795456482191749054e-02 6.887332701495958026e-03 6.225912292557056818e-03 7.188678434710538828e-03 -1.411212733960881885e-02 -1.825622749029872163e-02 -4.586344956040673722e-03 1.706154489113395276e-02
-4.377216915797972618e-02 -1.470838982091980836e-02 -3.156935253866544056e-02 6.064488932326599427e-03 -7.367702943723838070e-03 2.229653379211552280e-02 -6.665534485488685580e-03 -1.401059785892399927e-02 -1.516142582602795705e-03 -1.162543267690134639e-03 4.063892340842545359e-02 9.908285933427360762e-03 -1.060614561075572809e-02 1.117365962301216688e-02 4.709360796750416273e-02 -3.069456558161652582e-02 3.840524502825571652e-03 -5.303006027553650199e-03 -3.723239786815377844e-02 1.296811591508050497e-02
2.542273959971938849e-02 6.071158898376468813e-03 1.580727251299392580e-02 -8.333410969559843949e-04 2.528984073117998381e-03 -1.555864565740700499e-02 2.902852217048258309e-03 4.517854529062998239e-03 -7.355578671057873101e-04 1.036066357637025663e-03 -1.594632480502435057e-02 -9.940839423842386460e-03 5.628237891270367749e-03 -6.325559612914384740e-03 -2.414761041568816435e-02 1.591392373031398633e-02 4.786915670318783755e-04 1.761603528581660904e-03 2.696958087544294377e-02 -9.357887314336009107e-03
-2.894855493543883190e-02 -1.302224464886221449e-02 -6.944591053029368181e-03 -1.899843197271281143e-03 4.006692835849863673e-04 -1.020467933218000001e-03 -3.745649976439664568e-03 -8.508025132280640224e-03 3.957582687745299366e-03 -2.576114104521836506e-03 1.980120068025991928e-02 -6.464264842727480628e-04 1.063777514692700737e-02 -2.296014910376377016e-03 1.502440583481848627e-02 -1.483859375749468912e-02 6.724446044001255139e-03 2.064286340290042484e-03 -1.498428961178411949e-02 6.835957608634548720e-04
4.153829967109697735e-02 2.182104322603715951e-02 2.703859814139744286e-02 1.115648788130949509e-03 -8.826967503432002482e-03 -1.374812130032390146e-02 8.538529334075055377e-03 1.198242773567354154e-02 -2.325123572244549609e-03 -3.336254296817546972e-03 -3.656347966141899192e-02 -1.296287033340907252e-02 1.828474010993379542e-02 -5.565269443599177648e-03 -4.282511165013636739e-02 2.854542103500719991e-02 -1.351297333017204743e-03 9.063456221565527327e-03 4.283380048002919521e-02 -1.773253032970061038e-02
4.834010497625425978e-02 1.998729988300815275e-02 2.193212688914654082e-02 -1.898522521280707111e-03 1.869187190431975979e-03 -8.315765907664156645e-03 1.149846925455253258e-02 1.390396965115367998e-02 -5.398540572285961958e-03 1.975851656425640663e-03 -3.640769110835655187e-02 -6.536280071123240325e-03 -3.383095446976953739e-03 -1.269473079125761844e-03 -3.419838749095990144e-02 2.424182201120677477e-02 -1.139391886481757807e-02 7.748794418363396698e-04 3.396499141548126738e-02 -9.069602147508055642e-03
-9.004366327272596282e-02 -2.978009947821324763e-02 -2.163808498126409616e-02 -4.316701289427735296e-03 -1.082355149241495673e-02 3.001510153472824929e-03 -1.129754547555164752e-02 -1.977965132996812106e-02 1.079910674502433145e-02 -1.258582745456659525e-02 5.662907910385333449e-02 6.794551426797497753e-03 3.950324937644476148e-02 -3.913302456311914049e-03 4.401307565569601704e-02 -4.176126606902783728e-02 1.982042725687976556e-02 1.293408565374041565e-02 -5.087085925244846235e-02 3.216070053181262905e-03
-8.674710452636423541e-02 -4.631436372872563961e-02 -1.591867021111096443e-03 -1.291600161861927547e-02 6.441851940003340098e-03 -3.584406489942583429e-02 -1.316486614616228269e-02 -2.696152997869302043e-02 1.745221024892364137e-02 -1.030731986285525481e-02 5.946740064828899552e-02 -1.609548011066227330e-02 6.172349600642768053e-02 -2.275779735388491765e-02 2.088559586489509984e-02 -3.631852480696949603e-02 3.082255680454719371e-02 1.687032046943231708e-02 -2.088308423349432771e-02 -1.463214921328367772e-02
-1.978409101046907370e-02 -6.701695109296257292e-04 -1.241268908013536121e-03 -1.910846118488536806e-03 -7.794417700491431018e-03 3.151570547167789615e-03 -1.736575551332848050e-03 2.162180043525573428e-03 3.275893137956175337e-03 -4.745561678418347244e-03 6.570276224167632267e-03 7.269315896876531527e-03 1.114081269621436214e-02 -8.503559833776407235e-04 7.201933889395248194e-03 -5.942570097267566714e-03 2.739009799691099947e-03 4.896541728086810374e-03 -1.853071628013240602e-02 4.042523313557944489e-03
-4.661758612362854048e-02 -2.336362375066232400e-02 1.077862320539789073e-02 -1.108347146557381313e-02 4.996166916439420680e-03 -2.725877884151354028e-02 -9.167119687833283001e-03 -1.013655772389628583e-02 1.454998114900555618e-02 -8.271875770120153126e-03 1.877951888522770910e-02 -8.757717933410846811e-03 4.956770218436650638e-02 -1.904756797236871468e-02 -5.814643424927290818e-03 -1.025969894225269713e-02 2.164958402629345996e-02 1.751471605203983040e-02 -8.070236718750910948e-03 -1.252428514427237662e-02
-9.502508428293992074e-03 6.158577663497068200e-03 6.006889368933514446e-03 7.053326987660281421e-04 -1.561866776581119845e-02 -1.815857131355991811e-05 1.153148311488805559e-03 4.886867777426650433e-03 1.917753834632597099e-03 -6.538017942972545668e-03 3.973851952953356802e-05 1.480467607189235374e-03 1.755203978884797844e-02 -1.872890564696774686e-03 -1.669071055623166065e-03 7.083828793786549859e-04 3.800653605759429787e-03 6.583719842870506059e-03 -6.506363890668658868e-03 -7.579751992757261620e-04
4.876233939103229165e-02 1.686727717034250049e-02 1.043253289203834380e-02 5.140872512364706541e-03 2.162837033513526509e-03 4.347589833466563788e-03 1.117509903136873137e-02 6.166660208808679572e-03 -7.577726845103226021e-03 6.152270907063438730e-03 -3.018955452000249978e-02 -1.285689466796812591e-02 -1.995857932647469857e-02 5.194236611274658140e-03 -2.004805711361306794e-02 1.692332602588949783e-02 -1.228567406842011323e-02 -9.217308034927937724e-03 3.415610700315497433e-02 -6.965103276789601922e-03
2.242596514700790494e-02 6.688665006440535493e-03 -1.998119032054668925e-02 6.310310707647965797e-03 1.042509413798202098e-02 3.141824856157174328e-02 9.680392632956359375e-05 3.519868603387017649e-03 -7.489774914349078480e-03 1.161696885295997704e-02 -1.054602890151388854e-02 1.437442257240994364e-02 -5.401234937090036714e-02 1.722758890707718621e-02 1.802581119504600982e-02 -3.703157486501730176e-04 -1.599419983369394435e-02 -1.847431081140378517e-02 -1.508278645054991242e-02 1.910486062262198650e-02
-6.452781216420643007e-02 -3.011490146701410048e-02 -1.125671833600829126e-02 -6.022551135173641497e-03 6.741271847141976428e-03 -5.619214896498554409e-04 -9.909776852072962883e-03 -1.940949000254098625e-02 1.266793090345884505e-02 -4.901368467004505944e-03 3.125342830996719057e-02 -5.441957609924229916e-03 2.939090581793901008e-02 -6.576463689448771785e-03 2.399154023813719269e-02 -2.967557188017477809e-02 1.783342537051086155e-02 8.978011094505142578e-03 -2.976357055172706295e-02 -4.222294752699973230e-03
1.152238667162126945e-01 5.282073275007204832e-02 -2.551119003774776281e-02 2.333015036376906437e-02 7.550319114368134752e-04 6.813506545642240841e-02 1.521427903951640646e-02 2.858053343178106401e-02 -3.047092650215065673e-02 2.491518298395958494e-02 -5.625092592102867717e-02 3.068224173061164309e-02 -1.320128422417713721e-01 4.412840197010520216e-02 1.054851812628151107e-02 3.152608312789285938e-02 -5.112596554052221964e-02 -4.466157024164283534e-02 5.923055089953907157e-03 3.994882048627488441e-02
