3.154903156860549562e-01 9.353035370003041915e-02 -3.887074287062698003e-02 -1.005221412170311801e-01 -6.084492728040594711e-01 -4.412343173414626785e-01 2.828840639620145980e-01 -2.874930214657826499e-01 7.650826142816292974e-02 -4.108894651389965319e-02 -2.076476533939012048e-01 -1.456233952226678244e-02 6.324506566534424112e-02 8.136693876040066442e-01 -4.615394041311700613e-01 4.956607606493079188e-01 8.134491165233374010e-01 2.910721952420653458e-01 -2.963820257321142515e-01 -4.758700436124091993e-01 -5.730755599620984686e-01 1.350015492222630675e-01 -7.882737361926178687e-02 3.567393079708623682e-02 -7.144140772174879528e-01 -7.211453758632691002e-01 2.132123104878519970e-01 -4.034499547672733000e-01 1.129651169715913256e-01 5.379070499762411695e-02 -5.495286754654606781e-02 -1.675179755179589391e-01 -1.609986418696955357e-01 1.358435795870416296e+00 1.177000070908638341e+00 2.783757491286711905e-01
-1.706715701403411015e-02 -6.502583471765739365e-01 1.839983452049973600e-01 3.774114741758429203e-01 1.275313098823932789e-01 3.662093042701493606e-01 4.259218723900932146e-01 3.155510183460578100e-01 1.020549096343883466e-01 -9.019114350272244840e-01 -2.369476764063167470e-02 -1.165891797618765935e+00 2.936495966299373928e-02 -8.814813816941162727e-01 -1.611599579723567432e-02 -7.106646236359990265e-01 1.409083769789513663e-01 -2.089422402737889928e-01 4.929848819744562793e-01 7.945268086455156142e-01 -5.295368236362989478e-01 3.616836934822719729e-01 1.283000877122734140e-01 5.322320874548063241e-01 5.627907223996247293e-02 1.754253675416400649e+00 -5.731056126839512849e-03 1.384275258839807510e+00 4.666620410460644575e-01 -7.727607302782095733e-01 5.440521097535344630e-01 5.667114421474958585e-02 -1.552201963528446194e-01 -6.629508105665166129e-01 6.182754220957599189e-01 1.027026506705194103e-01
-2.700326523324569905e-01 -2.258050425278236018e-01 -2.387365083307943503e-02 9.630911041714615428e-02 -1.487976255249929269e-01 1.007833284139870167e-01 -2.589641065784167862e-01 -5.348878483243458826e-01 -2.490236411241607273e-01 -5.428148578563372073e-01 -2.420431205453322798e-01 -1.741439666226352739e-02 1.346198699927780018e-01 -1.277212015072340057e+00 7.640435507238696466e-02 -1.299409416296267050e+00 7.613995607719672987e-02 -7.707025169979772605e-02 7.918824090201495025e-01 1.662075274758065546e-01 1.178981340566800373e-01 8.773136679766084800e-01 4.356111803997246290e-01 -6.973836054392046346e-02 -4.717585409794760043e-01 6.157728236010838740e-01 2.188573166942110182e-01 8.100637434756143840e-01 4.207087451183016275e-02 -6.385185678953584354e-01 -5.963046805213053636e-01 3.989278717687547160e-01 1.288968456312405753e+00 -1.895143016917520296e+00 -6.353121395403834581e-01 -3.768487966857062554e-01
7.120747355552824454e-01 -2.820185166783025776e-01 1.055929601461654155e+00 -1.386790983701824187e+00 -1.079552365927078927e+00 -1.301554809498366716e-01 2.984023140271864216e-01 -1.289186193964672045e-01 -7.781433726458058565e-03 -5.024487122112265558e-01 -1.841680668132917864e-01 1.104245547112780335e+00 -2.505687024355069403e-01 -2.717763624767689512e-01 4.504106684668574001e-01 -6.412637179446527558e-01 -7.590043895869406088e-01 2.976982934842263284e-01 -4.211219610017347126e-01 -7.111418264514086929e-02 4.539953528877893607e-01 6.923730761787597610e-01 -5.746676587526614588e-01 -2.382015678372415846e-01 2.993971424377011026e-01 -1.952931179425925479e-01 -3.843852500682042317e-01 2.346104389713666444e-02 2.086129776634330080e-01 1.744541593955052594e+00 1.463805516300719312e+00 -1.920746057394939754e-01 5.061237334141622385e-02 6.454741034688655787e-01 5.073052803643426367e-01 -3.165371099443989311e-02
-1.079863023624489493e+00 -5.386297840584006735e-01 3.204401869499319266e-01 -1.121155268927922721e+00 -1.185285634828918411e-01 2.210329817269879316e-01 -4.244801118208123558e-01 1.083160054133786909e+00 1.296685079996147405e-01 -1.081318269883528416e+00 3.209222795957313856e-01 -3.396663599957074342e-01 1.033930086742843590e+00 -4.646436353595420066e-01 -2.882726646328986342e-01 2.781835366996127101e-01 3.383035523532565980e-01 2.291296457633007488e-01 -9.376464807453406269e-01 1.917479881330886107e-02 -7.265499975964360979e-02 -2.334025917217362189e-01 -9.742914496242067734e-01 -1.218941908835922350e+00 6.502207734097209535e-01 -8.611908279618070150e-01 5.609604461148532534e-02 1.102217486955163750e-01 6.468114690804088740e-01 9.189209042280739592e-02 4.964579570848025314e-02 -1.188169489869373013e-01 -2.727443143731621000e-01 -2.622939671425643660e-01 -5.115411717783822088e-01 -1.019303951512101486e-01
-1.407911229632208938e+00 2.109826075819165869e-01 -1.039327438514408841e-01 1.941233836465474649e-01 3.573366679923112854e-01 -5.259691533990805690e-01 -2.967432406300573033e-01 -7.854848404104514126e-01 -5.319469965895931018e-01 5.505049376326087707e-01 3.932739322105869295e-01 8.710875114913902983e-01 9.767544465187328884e-01 6.243678117032517294e-01 2.457328286519686877e-01 1.479382487722045447e-01 4.576917622720436118e-01 -9.669781270493048655e-03 -7.194793853845447007e-01 -4.225693111926546175e-01 -2.168409743959295977e+00 -2.066712251091921138e-01 -1.605972880966725524e+00 5.274183101035313515e-01 -1.930465912001003037e+00 -2.006885955273307320e-01 5.279501877743678628e-01 -2.115454222607141832e-01 6.498329440396618528e-01 4.089477610546218278e-01 8.848042992653718519e-01 -1.200814530870714519e-01 -4.446771788113569879e-01 5.979677633086791788e-01 1.137664032726059427e+00 2.797102664868472699e-01
-8.423942162428412761e-01 2.244189971508272763e-01 4.572615544622630201e-01 3.929779206515995882e-01 -1.938567420678734277e-01 -3.446286100747850134e-01 6.987118851426611377e-01 -6.032977839273832021e-01 -4.587061201695861734e-01 7.861435695584637062e-02 2.822618558147947931e-01 -9.975021929056748782e-02 -7.372975661403145808e-02 -8.546151627044287213e-01 2.494730755904638400e-02 -3.867879630030592875e-01 -4.245115311961411009e-01 8.467872076685426519e-01 2.803348960998074402e-01 -4.839013990921827747e-03 3.604150674123415277e-01 -3.235155254869011010e-01 -1.070532633266281675e+00 -5.360501465739546667e-01 -9.974547763374195242e-01 4.299915402972152856e-02 -2.495753143200395985e-01 1.047043802423975462e-01 -1.169146648185592635e-01 2.679110629467755245e-01 4.142192414201520401e-01 8.013180776524706506e-01 2.730497380213301462e-01 -1.772937705343483605e-01 -4.089017342230210628e-01 1.737956416917938451e-01
4.355923518609643441e-01 2.065928749358190430e-01 -2.052919771579673203e-01 8.101076108886074989e-01 1.175015384816094244e+00 -3.994427779814053309e-02 -5.095269699942202024e-01 3.506107870881207400e-02 7.255292789592650282e-02 9.633936400745764239e-02 -2.994507832761418298e-01 -7.397395372742792130e-01 3.289116261792009444e-01 -2.884376715638361510e-01 -3.917823076831674078e-01 3.479711031763037532e-01 4.550309374386672934e-01 -9.918494927211082279e-01 3.383673182863865536e-01 1.789301222692762927e-01 -4.682267027236926560e-01 -8.005074290771205803e-01 4.123116349597591435e-01 1.591594366795153981e+00 4.904325966103775247e-01 1.915948441146503589e-01 3.949807105972957255e-01 1.424855081854355721e+00 1.437194801069552330e-01 -1.295470607837988508e-01 -3.788008551392274548e-02 2.601616383594940185e-01 -6.179222172743948915e-01 -7.979372713359010882e-01 1.021230019173737569e+00 1.933446166188683701e-01
6.111006369368680025e-01 -8.444167288648066205e-02 4.919287951428598649e-01 -2.551100218612167292e-01 5.063999278065749177e-02 5.694095473133199414e-01 -3.160158510502322216e-01 -2.186852201832539463e-02 2.246999230669751990e-01 -1.172899698380272387e-01 -2.081392810187404629e-01 -8.407355060642728306e-01 8.787533776426640353e-01 -4.820464382060616337e-01 -4.999829256623483098e-01 6.894139788437498861e-01 6.067420188679361059e-01 -1.772056208649243070e-01 -5.519340356052214736e-01 -6.465159142907646039e-01 1.600438422625562740e-01 9.719557608613997868e-01 1.824917456497290869e-02 5.380361830783788601e-01 6.300166710840806594e-01 2.491231237027957679e-01 4.045397710914682143e-01 -1.202832590747807268e-01 7.304722910203804709e-01 1.305020318942122226e-01 1.034788881865890547e-01 8.275989783276874734e-01 -3.059677109455549160e-01 -6.850174499195575972e-01 -3.672723100620640668e-01 8.508223604474517421e-01
4.380570803376484523e-01 1.126916384378716218e+00 3.474579446884364375e-01 -3.509127088779275677e-02 4.433472321990666321e-01 5.325101722734782994e-01 -1.752881637796465109e-01 -2.012380141142183776e-01 -2.885456823605277443e-01 8.339514709649767377e-02 -4.092640013590017056e-01 -6.996193095007825768e-02 -5.570481929143270006e-02 1.100951659270009708e-01 -4.598148415988669024e-02 3.520439013834859576e-01 -7.558918815912802902e-01 2.728698101720518077e-01 -3.695627956096425026e-01 4.712399767759019586e-01 3.127771842252436985e-01 -1.280380110791163595e-01 -9.768603534275845934e-01 2.467357593124318849e-01 3.228716839733024591e-01 2.112744079696081689e-01 3.168793488772191913e-01 4.244062225428297253e-01 2.855247616896623986e-01 -1.321761215657452526e+00 1.674978384949127874e-01 -1.372832538356514309e+00 -4.239903555791103146e-02 -2.087433827726652147e-01 -1.179554750356910597e+00 -1.225126553296693288e+00
